age,job,marital,education,balance,housing,loan,contact,campaign,previous,poutcome,subscribed
49,student,married,unknown,99298,no,yes,cellular,14,1,success,yes
28,blue-collar,married,primary,60086,yes,no,cellular,21,3,failure,no
56,self-employed,married,tertiary,35301,no,no,cellular,22,2,success,yes
64,technician,divorced,secondary,97804,yes,yes,cellular,5,3,nonexistent,yes
71,entrepreneur,single,unknown,49594,no,yes,telephone,37,1,success,no
41,student,single,tertiary,65261,yes,no,cellular,32,2,nonexistent,yes
28,management,divorced,unknown,38109,yes,yes,telephone,3,0,failure,yes
46,unemployed,married,unknown,57087,yes,no,cellular,41,3,success,no
71,admin,married,primary,80245,no,yes,telephone,13,4,success,yes
43,retired,single,primary,41190,yes,no,telephone,11,4,success,no
33,services,divorced,tertiary,61722,yes,no,cellular,42,0,failure,yes
52,retired,divorced,unknown,666,no,yes,telephone,38,1,nonexistent,no
37,retired,single,secondary,51513,yes,yes,cellular,24,0,success,no
63,self-employed,divorced,secondary,70688,yes,no,cellular,9,1,nonexistent,yes
20,student,divorced,secondary,92536,yes,yes,telephone,13,2,nonexistent,no
18,retired,single,tertiary,92013,yes,yes,telephone,22,1,nonexistent,yes
70,self-employed,single,primary,68314,yes,yes,telephone,18,2,success,yes
64,technician,divorced,tertiary,14169,yes,yes,cellular,10,3,nonexistent,yes
18,blue-collar,divorced,primary,15668,yes,no,telephone,47,3,success,no
34,technician,single,secondary,81298,no,no,telephone,12,0,nonexistent,yes
19,student,single,secondary,49810,yes,no,cellular,30,0,nonexistent,no
46,services,married,primary,17945,no,yes,cellular,47,3,success,no
37,technician,divorced,secondary,53159,yes,yes,telephone,46,4,success,no
23,self-employed,divorced,tertiary,85372,no,yes,cellular,19,2,failure,yes
25,self-employed,single,primary,8079,no,yes,telephone,19,3,failure,yes
46,entrepreneur,single,secondary,16362,yes,no,cellular,10,4,failure,no
65,unemployed,married,unknown,10919,no,yes,telephone,1,1,nonexistent,yes
68,management,married,secondary,18800,yes,no,telephone,7,3,failure,no
50,management,single,unknown,77294,no,yes,telephone,11,4,failure,no
20,student,divorced,secondary,52648,no,no,telephone,4,3,failure,yes
52,unemployed,married,unknown,92410,no,yes,telephone,36,1,nonexistent,no
22,entrepreneur,single,secondary,55026,no,no,cellular,21,1,failure,yes
44,admin,single,unknown,49376,yes,yes,telephone,22,2,success,no
61,retired,single,primary,92834,yes,no,telephone,10,1,nonexistent,yes
29,technician,divorced,primary,12156,no,yes,telephone,23,1,nonexistent,yes
37,unemployed,single,unknown,41039,no,yes,telephone,5,2,success,yes
62,retired,single,secondary,14239,yes,yes,cellular,48,3,failure,no
37,admin,divorced,tertiary,5089,no,yes,telephone,12,3,failure,yes
26,services,single,tertiary,11014,no,no,telephone,30,2,success,no
56,entrepreneur,single,tertiary,48105,yes,no,cellular,33,3,failure,yes
21,retired,married,tertiary,58211,no,no,cellular,37,3,failure,yes
68,entrepreneur,single,unknown,86854,no,yes,telephone,18,4,failure,no
71,entrepreneur,divorced,primary,90402,no,yes,telephone,4,2,nonexistent,no
36,unemployed,married,primary,3917,yes,yes,cellular,27,2,success,no
55,self-employed,single,tertiary,13350,no,yes,telephone,47,0,failure,yes
44,blue-collar,divorced,primary,72822,no,no,telephone,23,4,success,yes
62,student,single,unknown,3742,yes,no,telephone,6,3,nonexistent,yes
60,management,married,tertiary,65375,yes,no,cellular,7,0,failure,yes
30,entrepreneur,divorced,unknown,81871,yes,no,cellular,19,4,success,yes
30,unemployed,married,unknown,78197,yes,no,telephone,46,3,nonexistent,yes
74,unemployed,divorced,secondary,9743,yes,yes,cellular,15,4,nonexistent,yes
39,retired,divorced,unknown,16891,no,no,cellular,48,1,success,yes
45,retired,single,secondary,26483,no,no,cellular,22,3,failure,yes
69,technician,divorced,tertiary,29135,no,no,telephone,32,4,failure,no
64,entrepreneur,divorced,unknown,62058,no,no,cellular,15,4,success,yes
70,blue-collar,single,primary,93093,no,yes,cellular,6,0,nonexistent,yes
62,student,divorced,tertiary,9682,yes,yes,cellular,6,4,success,no
39,student,divorced,unknown,10798,yes,yes,telephone,6,1,success,no
60,services,divorced,unknown,92575,yes,no,cellular,12,1,nonexistent,yes
36,services,divorced,primary,41919,yes,no,telephone,2,4,success,no
25,technician,single,secondary,12198,no,no,cellular,25,3,nonexistent,yes
69,management,single,unknown,53502,yes,yes,telephone,4,0,nonexistent,yes
25,services,married,unknown,30104,no,yes,cellular,6,3,success,no
59,admin,divorced,primary,5603,no,yes,cellular,42,4,success,yes
43,technician,single,tertiary,17009,yes,no,telephone,37,1,success,yes
65,student,divorced,unknown,36661,no,yes,telephone,38,2,failure,no
68,student,single,secondary,27965,yes,yes,cellular,14,0,nonexistent,no
43,blue-collar,married,secondary,21784,yes,yes,telephone,47,3,nonexistent,no
40,unemployed,divorced,primary,27340,yes,no,cellular,19,1,nonexistent,no
60,admin,married,secondary,65689,yes,no,telephone,7,3,nonexistent,no
30,management,married,unknown,68297,yes,yes,cellular,18,4,nonexistent,yes
45,retired,married,secondary,21569,no,yes,telephone,44,3,failure,yes
26,technician,single,unknown,67102,no,yes,cellular,8,0,nonexistent,no
37,services,divorced,primary,47411,no,yes,cellular,28,2,failure,yes
73,self-employed,single,secondary,25254,yes,no,telephone,21,2,success,yes
36,blue-collar,single,unknown,98148,no,no,telephone,35,4,success,yes
65,student,divorced,tertiary,25160,no,yes,cellular,47,0,failure,yes
56,self-employed,divorced,unknown,10206,no,yes,cellular,10,2,nonexistent,yes
68,technician,divorced,unknown,42211,yes,yes,cellular,28,1,nonexistent,yes
29,entrepreneur,divorced,primary,-467,yes,yes,telephone,19,3,nonexistent,no
32,management,single,unknown,69132,no,yes,cellular,44,4,nonexistent,no
48,entrepreneur,divorced,primary,84689,no,no,telephone,35,1,nonexistent,yes
72,technician,divorced,unknown,40383,no,no,telephone,28,4,failure,yes
31,entrepreneur,divorced,unknown,94605,no,no,telephone,46,0,failure,yes
28,management,married,unknown,4358,yes,yes,telephone,49,4,failure,no
43,unemployed,divorced,primary,52395,no,yes,telephone,3,2,success,yes
59,technician,divorced,unknown,30035,no,no,telephone,39,0,success,yes
44,self-employed,single,primary,32459,no,yes,telephone,27,4,failure,yes
28,entrepreneur,married,tertiary,39287,yes,no,telephone,17,1,failure,yes
55,management,single,primary,97892,yes,yes,cellular,15,0,success,no
51,services,married,tertiary,18137,no,no,cellular,42,0,failure,no
60,retired,single,primary,80017,yes,no,telephone,39,4,success,yes
36,management,single,primary,35522,yes,yes,cellular,22,4,success,yes
23,blue-collar,divorced,unknown,90459,yes,yes,telephone,20,0,failure,yes
63,retired,divorced,secondary,36941,no,yes,telephone,27,3,failure,yes
69,services,married,secondary,40057,yes,no,telephone,35,3,success,yes
55,admin,married,unknown,27689,no,no,telephone,47,2,failure,no
66,self-employed,married,tertiary,71588,yes,yes,telephone,5,0,nonexistent,no
59,student,divorced,unknown,84938,yes,no,telephone,2,3,success,no
45,services,single,secondary,69240,no,no,telephone,41,1,success,no
18,unemployed,married,primary,38679,no,no,telephone,45,0,nonexistent,yes
52,retired,divorced,unknown,93521,yes,yes,telephone,20,3,nonexistent,no
57,unemployed,divorced,tertiary,92846,yes,no,cellular,7,4,nonexistent,no
25,retired,single,unknown,55428,no,yes,cellular,36,1,failure,yes
69,blue-collar,single,secondary,32045,yes,yes,cellular,8,2,nonexistent,yes
71,admin,divorced,primary,41671,no,no,cellular,27,3,nonexistent,yes
64,student,single,secondary,44903,no,no,telephone,6,4,failure,no
73,blue-collar,single,secondary,47670,no,yes,telephone,24,1,nonexistent,yes
24,services,divorced,secondary,9715,yes,no,telephone,36,1,success,no
28,unemployed,married,secondary,19810,yes,no,cellular,5,2,nonexistent,no
56,retired,married,primary,38583,no,yes,cellular,20,4,nonexistent,yes
21,services,divorced,secondary,63719,yes,yes,cellular,20,3,failure,yes
42,management,married,tertiary,91497,no,no,cellular,41,0,failure,no
29,admin,divorced,tertiary,98692,yes,no,cellular,40,1,nonexistent,no
43,self-employed,divorced,secondary,18706,yes,yes,telephone,34,3,nonexistent,yes
55,management,single,tertiary,19316,yes,no,telephone,39,0,success,no
63,unemployed,married,secondary,34595,yes,yes,telephone,10,3,failure,no
29,admin,divorced,primary,57655,no,yes,cellular,3,3,success,no
60,admin,married,primary,497,yes,yes,telephone,49,1,success,no
68,services,married,tertiary,11562,no,yes,cellular,34,1,nonexistent,no
70,management,married,tertiary,99783,yes,yes,telephone,35,3,nonexistent,yes
54,services,divorced,secondary,92377,no,no,cellular,37,3,nonexistent,no
63,services,single,unknown,6757,yes,no,telephone,45,2,success,yes
70,services,married,secondary,98239,no,yes,cellular,45,0,success,no
41,unemployed,divorced,secondary,86195,yes,yes,telephone,38,4,failure,yes
33,retired,married,primary,7018,no,yes,cellular,46,4,failure,no
74,retired,single,unknown,27277,yes,yes,telephone,23,2,failure,no
30,unemployed,married,unknown,42077,yes,yes,telephone,37,3,failure,yes
42,student,divorced,secondary,80269,yes,yes,telephone,21,3,failure,yes
71,self-employed,married,primary,47250,no,no,cellular,27,2,failure,no
71,blue-collar,married,tertiary,81689,no,yes,cellular,1,4,success,yes
74,self-employed,married,primary,32572,yes,yes,telephone,9,1,nonexistent,yes
69,unemployed,single,tertiary,40020,no,no,telephone,3,1,failure,yes
71,entrepreneur,married,primary,55264,yes,no,telephone,38,3,success,yes
21,blue-collar,divorced,unknown,2170,yes,yes,cellular,36,0,success,yes
28,student,married,primary,57449,yes,yes,cellular,34,4,nonexistent,no
49,technician,married,secondary,91202,no,yes,telephone,30,0,failure,no
66,blue-collar,married,tertiary,80321,no,yes,telephone,31,3,nonexistent,yes
24,admin,single,primary,39147,yes,yes,cellular,30,4,nonexistent,no
63,unemployed,divorced,primary,42944,no,yes,cellular,16,1,nonexistent,no
28,technician,married,tertiary,22714,no,no,cellular,29,1,failure,yes
45,self-employed,divorced,primary,47294,yes,yes,telephone,6,0,failure,no
71,technician,divorced,tertiary,30711,yes,yes,cellular,14,4,failure,no
58,unemployed,single,unknown,-1780,no,no,cellular,10,3,success,yes
40,self-employed,divorced,tertiary,67776,yes,yes,telephone,24,2,success,yes
62,unemployed,married,tertiary,37769,yes,no,cellular,36,2,success,no
40,management,single,unknown,59949,no,no,cellular,24,2,failure,no
67,entrepreneur,single,primary,75828,no,no,telephone,7,3,nonexistent,yes
45,student,divorced,primary,26604,no,yes,cellular,49,2,nonexistent,no
60,student,single,unknown,14771,yes,no,telephone,37,0,success,no
64,admin,divorced,secondary,59182,yes,no,telephone,46,1,nonexistent,no
74,entrepreneur,divorced,tertiary,74759,no,yes,telephone,48,2,success,yes
43,entrepreneur,single,primary,30714,no,no,telephone,40,1,nonexistent,no
42,admin,married,primary,28429,yes,no,cellular,48,0,failure,no
71,self-employed,divorced,tertiary,36759,no,no,telephone,38,4,success,no
46,admin,single,tertiary,64095,no,yes,cellular,25,4,success,yes
36,self-employed,single,tertiary,-161,yes,no,cellular,43,3,nonexistent,yes
50,admin,divorced,secondary,65307,yes,no,cellular,34,1,failure,no
53,blue-collar,divorced,unknown,22940,no,yes,cellular,1,3,failure,yes
31,blue-collar,divorced,secondary,88528,no,no,telephone,28,2,failure,yes
31,management,divorced,secondary,5676,yes,yes,cellular,41,3,failure,yes
52,retired,married,tertiary,81988,yes,no,cellular,29,0,success,no
47,admin,married,unknown,14900,yes,yes,cellular,32,3,failure,no
45,entrepreneur,married,primary,59375,yes,yes,telephone,5,2,nonexistent,yes
34,blue-collar,married,tertiary,40180,no,no,cellular,34,2,success,yes
20,services,single,unknown,64196,yes,no,cellular,46,0,nonexistent,yes
33,self-employed,divorced,primary,88441,yes,yes,cellular,26,1,failure,yes
63,blue-collar,single,secondary,63913,no,no,cellular,13,4,success,no
47,blue-collar,single,unknown,9474,no,yes,telephone,12,0,nonexistent,yes
69,unemployed,married,secondary,-1841,no,no,telephone,22,4,failure,no
46,self-employed,single,secondary,92865,yes,no,telephone,9,0,success,yes
62,student,married,unknown,13929,no,yes,telephone,6,0,failure,yes
32,technician,divorced,primary,34942,yes,no,telephone,36,3,failure,yes
63,self-employed,married,unknown,199,yes,no,cellular,10,3,failure,no
73,management,divorced,primary,90676,no,no,telephone,37,3,failure,yes
42,unemployed,married,tertiary,10980,yes,no,telephone,32,0,nonexistent,no
68,self-employed,single,tertiary,40997,no,yes,cellular,4,3,failure,yes
55,self-employed,single,tertiary,41359,no,yes,telephone,4,0,success,yes
59,retired,married,secondary,89336,yes,yes,cellular,13,3,nonexistent,no
64,unemployed,divorced,tertiary,44006,yes,yes,telephone,16,4,failure,yes
70,self-employed,divorced,secondary,4276,yes,no,cellular,43,1,success,no
71,technician,married,primary,16372,no,yes,cellular,26,3,success,yes
69,technician,single,unknown,86697,no,yes,telephone,33,2,nonexistent,no
55,services,divorced,unknown,6168,no,yes,cellular,4,1,nonexistent,no
40,unemployed,married,secondary,97169,yes,no,telephone,26,2,nonexistent,no
42,student,divorced,secondary,22966,no,no,telephone,9,1,nonexistent,no
59,self-employed,single,secondary,2915,no,yes,telephone,41,3,failure,yes
24,retired,divorced,primary,37009,no,no,telephone,11,4,nonexistent,no
39,retired,married,primary,46921,yes,no,cellular,5,3,nonexistent,no
34,entrepreneur,divorced,tertiary,62267,yes,yes,cellular,38,0,success,no
35,student,divorced,tertiary,79733,yes,yes,cellular,32,2,nonexistent,yes
66,retired,single,unknown,27011,no,yes,cellular,29,1,success,no
58,technician,single,tertiary,81474,no,no,cellular,38,4,failure,yes
27,entrepreneur,single,primary,2047,yes,yes,telephone,40,2,success,yes
27,admin,single,primary,14515,yes,no,cellular,28,4,failure,no
74,retired,married,primary,67215,no,no,cellular,24,2,success,no
24,management,divorced,primary,20737,no,yes,cellular,19,3,success,yes
65,unemployed,divorced,unknown,82996,no,no,cellular,1,0,nonexistent,yes
67,retired,divorced,unknown,27048,yes,no,cellular,5,2,success,no
55,blue-collar,divorced,primary,10927,yes,yes,telephone,23,4,failure,no
44,student,married,secondary,62565,yes,no,cellular,19,3,success,yes
69,blue-collar,single,tertiary,32289,yes,no,telephone,2,1,nonexistent,no
50,services,divorced,unknown,50421,no,no,telephone,48,1,nonexistent,yes
18,retired,divorced,secondary,47592,no,no,cellular,2,3,failure,no
61,admin,single,tertiary,73469,no,no,telephone,9,1,nonexistent,yes
70,blue-collar,single,secondary,97507,yes,no,cellular,18,4,success,yes
51,blue-collar,divorced,primary,94017,yes,yes,cellular,16,0,failure,yes
21,student,single,tertiary,83311,no,yes,cellular,39,3,nonexistent,no
34,entrepreneur,divorced,secondary,12836,yes,yes,cellular,9,0,success,yes
21,admin,divorced,unknown,83641,yes,yes,cellular,44,0,nonexistent,yes
60,blue-collar,divorced,unknown,43078,no,no,cellular,23,3,nonexistent,no
71,self-employed,divorced,unknown,37543,yes,yes,telephone,33,2,failure,no
43,admin,divorced,tertiary,87080,yes,yes,cellular,38,4,failure,yes
21,self-employed,divorced,primary,13953,no,yes,telephone,34,3,failure,no
18,retired,single,primary,55027,no,yes,telephone,26,4,success,no
24,blue-collar,married,tertiary,72931,no,yes,cellular,17,0,nonexistent,no
47,blue-collar,married,tertiary,49039,yes,yes,telephone,14,0,failure,no
67,technician,divorced,primary,67806,no,yes,telephone,13,2,success,yes
26,technician,single,unknown,71925,no,yes,telephone,22,0,success,no
52,student,divorced,primary,75253,yes,yes,telephone,43,3,success,yes
25,unemployed,single,primary,31512,yes,yes,cellular,48,4,nonexistent,yes
41,unemployed,divorced,secondary,19930,no,yes,cellular,18,2,failure,no
36,entrepreneur,divorced,unknown,47604,no,no,telephone,20,3,nonexistent,yes
53,student,married,tertiary,1262,yes,yes,cellular,30,4,success,yes
67,unemployed,single,primary,9213,yes,no,cellular,35,4,nonexistent,no
69,student,single,unknown,22129,yes,yes,telephone,33,1,failure,yes
60,blue-collar,married,tertiary,93989,no,yes,telephone,46,1,success,yes
44,technician,married,secondary,64034,yes,no,cellular,17,3,nonexistent,no
49,technician,married,secondary,58606,no,no,cellular,35,2,failure,no
31,technician,married,unknown,14524,no,no,telephone,12,4,failure,no
74,unemployed,single,primary,16098,no,no,cellular,2,4,failure,yes
35,admin,single,tertiary,74548,yes,no,telephone,34,3,failure,no
45,management,married,unknown,57811,yes,no,cellular,12,2,success,yes
46,blue-collar,divorced,secondary,47827,no,no,telephone,26,0,success,yes
33,retired,divorced,tertiary,34273,no,yes,telephone,32,2,nonexistent,no
52,student,divorced,tertiary,60903,yes,no,telephone,21,0,failure,yes
64,technician,divorced,primary,67138,no,no,cellular,5,4,failure,yes
48,technician,single,secondary,21059,yes,no,cellular,28,1,success,yes
21,technician,single,secondary,39877,no,no,telephone,23,1,nonexistent,yes
54,blue-collar,single,secondary,40782,yes,yes,telephone,48,3,nonexistent,yes
34,technician,divorced,tertiary,20888,no,no,cellular,32,2,success,no
56,entrepreneur,married,secondary,26398,no,no,cellular,5,2,success,no
65,student,divorced,unknown,8795,no,no,telephone,35,0,success,yes
63,blue-collar,single,secondary,84723,yes,no,cellular,6,3,success,no
43,student,divorced,tertiary,81650,yes,no,telephone,19,2,success,yes
65,self-employed,married,secondary,75156,yes,yes,telephone,44,3,success,yes
56,services,married,secondary,69512,no,yes,telephone,40,0,nonexistent,yes
58,entrepreneur,divorced,tertiary,27232,no,yes,cellular,6,4,success,yes
21,admin,single,secondary,11284,yes,no,cellular,14,3,success,yes
47,admin,single,primary,60630,yes,no,telephone,3,1,nonexistent,no
47,management,single,tertiary,97928,yes,yes,cellular,11,4,nonexistent,no
39,entrepreneur,divorced,secondary,32574,no,yes,cellular,39,2,failure,no
28,student,single,primary,59702,yes,yes,telephone,41,0,failure,yes
19,admin,divorced,unknown,89566,yes,yes,cellular,24,0,nonexistent,no
61,services,single,tertiary,63139,no,yes,telephone,43,1,success,yes
29,admin,married,secondary,61683,yes,yes,telephone,45,3,nonexistent,yes
47,technician,married,tertiary,72081,yes,yes,telephone,18,1,success,no
53,management,single,primary,99237,yes,yes,telephone,31,3,success,yes
35,blue-collar,divorced,tertiary,31708,yes,yes,cellular,10,1,success,yes
43,retired,single,unknown,5787,yes,yes,cellular,26,1,nonexistent,no
70,retired,divorced,secondary,67481,no,yes,telephone,29,0,success,yes
24,admin,married,unknown,86978,yes,no,cellular,2,3,nonexistent,yes
18,student,divorced,primary,26718,yes,yes,cellular,30,1,success,no
43,student,single,tertiary,52000,yes,no,telephone,39,2,success,yes
40,technician,married,secondary,6421,yes,no,telephone,47,0,nonexistent,yes
43,admin,divorced,secondary,75210,no,no,cellular,10,0,nonexistent,yes
62,admin,divorced,primary,28596,yes,no,cellular,12,0,success,no
23,retired,married,primary,52004,no,no,telephone,20,0,success,no
23,self-employed,single,tertiary,53611,yes,yes,telephone,41,1,failure,yes
61,admin,married,secondary,84777,yes,no,telephone,19,1,nonexistent,yes
25,blue-collar,single,primary,60540,yes,yes,cellular,6,0,failure,yes
41,management,single,secondary,71274,no,yes,cellular,23,1,failure,yes
39,management,divorced,tertiary,67308,yes,yes,telephone,19,1,failure,yes
36,blue-collar,single,unknown,54887,yes,yes,cellular,31,3,nonexistent,yes
54,self-employed,single,primary,10365,yes,no,cellular,33,2,success,no
35,student,married,tertiary,74334,yes,no,cellular,2,3,success,yes
48,retired,married,unknown,37855,yes,no,cellular,15,4,nonexistent,yes
54,management,single,tertiary,62137,no,yes,telephone,11,3,failure,no
47,entrepreneur,divorced,primary,13775,yes,no,cellular,26,2,nonexistent,no
74,services,married,tertiary,65520,no,yes,cellular,18,2,success,no
59,retired,divorced,secondary,97356,no,no,telephone,1,3,nonexistent,yes
50,self-employed,married,primary,36022,no,yes,telephone,32,3,failure,yes
27,entrepreneur,married,secondary,63886,yes,yes,telephone,4,4,nonexistent,yes
54,admin,single,tertiary,64448,no,no,telephone,22,0,success,yes
29,blue-collar,married,primary,35213,yes,no,telephone,36,2,success,yes
71,admin,married,secondary,56648,no,yes,cellular,29,0,success,no
47,technician,divorced,secondary,8715,yes,no,cellular,36,4,failure,yes
44,unemployed,married,secondary,31059,yes,yes,cellular,33,1,success,yes
56,blue-collar,married,unknown,89324,yes,no,telephone,39,1,success,no
26,entrepreneur,divorced,secondary,54902,yes,yes,telephone,14,0,nonexistent,no
71,services,single,secondary,79314,yes,yes,cellular,48,3,nonexistent,yes
38,unemployed,single,tertiary,13223,no,yes,telephone,47,2,failure,no
29,technician,married,tertiary,31235,yes,no,telephone,37,0,failure,no
72,student,married,tertiary,66813,no,yes,cellular,45,3,nonexistent,yes
46,technician,divorced,tertiary,52513,yes,yes,cellular,5,4,success,yes
50,unemployed,single,unknown,12641,yes,yes,cellular,22,3,nonexistent,no
60,management,single,tertiary,52455,yes,no,telephone,5,4,nonexistent,no
70,retired,single,tertiary,50727,yes,no,cellular,37,0,success,no
32,self-employed,divorced,tertiary,9391,yes,yes,telephone,38,1,nonexistent,no
19,admin,divorced,secondary,86512,yes,no,cellular,46,2,nonexistent,no
69,student,divorced,unknown,18709,yes,yes,cellular,34,0,success,yes
56,self-employed,married,tertiary,31832,yes,yes,cellular,15,1,success,no
70,technician,single,secondary,35656,yes,no,cellular,48,4,failure,no
61,services,married,primary,9655,no,yes,cellular,37,2,failure,no
71,admin,married,unknown,11111,no,yes,cellular,27,3,nonexistent,yes
35,student,divorced,tertiary,24269,no,no,telephone,48,0,failure,yes
20,self-employed,single,secondary,60275,yes,yes,telephone,1,3,success,no
24,admin,married,primary,62532,no,yes,telephone,29,2,success,no
60,admin,single,primary,16778,yes,no,telephone,8,0,failure,yes
35,student,married,secondary,88198,yes,yes,telephone,33,0,success,yes
61,entrepreneur,divorced,secondary,90704,yes,yes,telephone,7,3,success,yes
55,retired,married,unknown,44418,no,yes,telephone,29,3,nonexistent,no
54,entrepreneur,divorced,secondary,63539,no,yes,cellular,31,1,success,no
50,admin,single,tertiary,60660,yes,no,cellular,38,3,nonexistent,yes
61,unemployed,married,primary,36708,yes,yes,telephone,8,4,success,no
48,blue-collar,married,tertiary,56865,no,yes,telephone,31,1,nonexistent,yes
28,unemployed,divorced,tertiary,49129,no,no,cellular,37,3,failure,no
21,student,divorced,tertiary,40434,no,no,telephone,15,0,nonexistent,no
35,admin,single,primary,72858,no,yes,telephone,32,3,success,yes
21,admin,divorced,primary,23977,no,no,cellular,26,2,nonexistent,yes
66,services,single,primary,57319,no,no,cellular,48,1,nonexistent,yes
51,retired,married,secondary,76759,no,yes,telephone,49,0,nonexistent,no
46,services,single,tertiary,77702,no,yes,telephone,11,3,failure,yes
41,student,single,unknown,81670,no,no,cellular,23,2,success,yes
39,management,single,secondary,96305,yes,no,cellular,34,1,nonexistent,yes
19,entrepreneur,married,secondary,72872,yes,yes,telephone,33,1,failure,yes
61,services,married,unknown,24214,yes,yes,cellular,17,1,nonexistent,no
23,student,divorced,tertiary,39108,yes,no,telephone,33,0,nonexistent,yes
59,entrepreneur,single,unknown,29667,no,no,telephone,2,3,success,no
42,student,married,primary,18631,yes,yes,cellular,49,0,failure,yes
72,management,single,tertiary,87652,yes,no,cellular,4,4,nonexistent,yes
74,retired,single,secondary,30421,yes,no,telephone,12,3,success,yes
38,retired,single,primary,20419,no,no,cellular,29,4,nonexistent,no
72,student,married,primary,41313,no,yes,telephone,42,3,success,no
33,services,single,secondary,65579,no,no,cellular,42,1,failure,no
48,retired,single,unknown,-298,yes,no,cellular,47,0,failure,yes
31,blue-collar,divorced,primary,36715,yes,yes,telephone,43,4,failure,yes
56,services,single,primary,41889,yes,no,telephone,39,1,nonexistent,yes
45,self-employed,divorced,tertiary,10762,yes,yes,telephone,42,1,failure,yes
49,technician,single,tertiary,32155,no,yes,telephone,19,4,failure,yes
45,student,divorced,secondary,11382,no,yes,cellular,2,3,success,yes
68,student,married,secondary,89775,yes,yes,telephone,7,4,failure,no
72,student,married,secondary,90192,yes,no,cellular,46,0,success,no
66,management,single,unknown,27852,no,yes,telephone,22,2,failure,no
26,student,divorced,primary,46843,yes,no,cellular,11,3,nonexistent,yes
62,retired,married,secondary,52978,no,yes,cellular,33,1,nonexistent,yes
39,retired,single,tertiary,30130,no,no,cellular,20,4,failure,yes
49,technician,single,primary,8188,no,yes,telephone,5,2,success,no
22,technician,divorced,secondary,26268,yes,no,cellular,4,4,nonexistent,yes
40,unemployed,divorced,primary,91342,no,yes,telephone,14,2,nonexistent,yes
22,services,single,primary,45898,yes,yes,telephone,3,3,nonexistent,no
59,retired,divorced,primary,44618,yes,yes,cellular,18,4,success,yes
70,retired,divorced,secondary,23826,no,yes,telephone,27,4,failure,no
49,management,married,primary,29995,yes,yes,cellular,4,2,nonexistent,yes
27,retired,divorced,primary,2462,yes,no,cellular,3,0,nonexistent,yes
56,retired,single,primary,94008,no,yes,telephone,27,1,nonexistent,yes
32,unemployed,divorced,tertiary,32804,yes,yes,telephone,28,2,nonexistent,no
24,blue-collar,single,secondary,86325,yes,no,telephone,22,4,nonexistent,yes
46,unemployed,single,unknown,21173,yes,no,cellular,42,2,nonexistent,no
64,blue-collar,divorced,tertiary,47689,yes,yes,cellular,29,2,failure,no
20,unemployed,divorced,primary,94271,yes,yes,telephone,16,4,nonexistent,no
36,retired,divorced,primary,57496,yes,yes,telephone,35,4,nonexistent,yes
27,unemployed,married,unknown,6982,yes,no,cellular,19,0,nonexistent,no
45,retired,married,unknown,93434,yes,no,telephone,30,0,failure,no
46,retired,divorced,tertiary,70399,yes,yes,telephone,15,0,success,yes
32,technician,single,primary,16332,yes,yes,cellular,5,4,success,yes
52,admin,divorced,unknown,77525,no,yes,telephone,31,3,nonexistent,yes
23,blue-collar,married,tertiary,19488,yes,no,cellular,43,0,failure,no
29,self-employed,married,unknown,84063,no,yes,cellular,31,1,failure,yes
64,services,divorced,primary,76483,yes,yes,telephone,9,3,success,no
55,services,single,primary,89547,yes,yes,cellular,13,0,success,no
30,unemployed,single,primary,42209,yes,yes,telephone,43,1,failure,no
46,admin,married,primary,17232,no,yes,cellular,21,4,nonexistent,yes
36,management,married,secondary,96009,yes,yes,cellular,46,1,failure,yes
20,self-employed,married,secondary,51685,yes,yes,telephone,31,0,success,yes
25,services,single,secondary,94521,yes,no,cellular,1,2,failure,yes
25,entrepreneur,married,tertiary,14545,yes,no,telephone,41,2,nonexistent,yes
72,student,married,tertiary,75640,no,no,cellular,13,1,nonexistent,no
37,entrepreneur,single,unknown,55847,yes,no,telephone,34,4,success,yes
64,management,married,unknown,11347,no,no,telephone,36,3,failure,yes
21,self-employed,married,tertiary,634,yes,yes,cellular,16,2,failure,yes
68,services,divorced,unknown,3101,yes,no,cellular,10,3,nonexistent,no
38,unemployed,married,tertiary,85686,no,yes,telephone,38,4,failure,yes
20,student,divorced,secondary,23970,no,no,cellular,41,2,nonexistent,no
62,blue-collar,married,tertiary,15893,yes,yes,telephone,34,4,nonexistent,no
25,services,married,tertiary,16703,no,no,telephone,25,0,failure,yes
40,services,divorced,unknown,91362,yes,no,cellular,1,3,success,yes
33,management,married,unknown,20489,yes,yes,telephone,12,0,failure,no
30,services,divorced,tertiary,56098,yes,no,telephone,22,4,failure,yes
20,self-employed,married,primary,34767,no,yes,cellular,22,4,success,no
65,admin,divorced,unknown,58186,no,yes,telephone,48,1,failure,no
26,self-employed,divorced,tertiary,79912,yes,no,telephone,2,1,nonexistent,yes
31,blue-collar,married,unknown,17733,yes,no,telephone,45,2,failure,no
30,admin,married,primary,74942,yes,no,cellular,8,0,nonexistent,yes
70,services,divorced,unknown,91703,no,yes,cellular,33,0,success,no
74,services,single,tertiary,28659,no,no,cellular,5,4,failure,no
24,student,married,tertiary,47543,yes,yes,cellular,10,1,failure,no
32,services,married,primary,5951,yes,no,telephone,3,3,success,yes
24,retired,single,tertiary,62417,no,no,telephone,11,4,success,no
55,blue-collar,single,primary,82693,no,yes,telephone,30,0,nonexistent,no
